domain,file,relPath,extends_AbstractBusinessTool,has_doExecute,factoryId_in_signature,factoryId_ref_count,suspicious_count,risk,reason
foodsafety,AdditiveBomComplianceCheckTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/foodsafety/AdditiveBomComplianceCheckTool.java,true,true,true,3,2,MEDIUM,"存在 2 条可疑模式需人工复核"
foodsafety,ColdChainAlertAcknowledgeTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/foodsafety/ColdChainAlertAcknowledgeTool.java,true,true,true,3,2,MEDIUM,"存在 2 条可疑模式需人工复核"
foodsafety,ColdChainAlertActiveTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/foodsafety/ColdChainAlertActiveTool.java,true,true,true,4,1,MEDIUM,"存在 1 条可疑模式需人工复核"
foodsafety,ColdChainTempQueryTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/foodsafety/ColdChainTempQueryTool.java,true,true,true,5,2,MEDIUM,"存在 2 条可疑模式需人工复核"
foodsafety,CustomerNotifyBatchTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/foodsafety/CustomerNotifyBatchTool.java,true,true,true,6,2,MEDIUM,"存在 2 条可疑模式需人工复核"
crm,CustomerPriceMemoryQueryTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/crm/CustomerPriceMemoryQueryTool.java,true,true,true,4,2,MEDIUM,"存在 2 条可疑模式需人工复核"
foodsafety,FoodSampleCreateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/foodsafety/FoodSampleCreateTool.java,true,true,true,4,2,MEDIUM,"存在 2 条可疑模式需人工复核"
foodsafety,FoodSampleDisposeTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/foodsafety/FoodSampleDisposeTool.java,true,true,true,3,2,MEDIUM,"存在 2 条可疑模式需人工复核"
foodsafety,HaccpCheckpointReviewTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/foodsafety/HaccpCheckpointReviewTool.java,true,true,true,2,2,MEDIUM,"存在 2 条可疑模式需人工复核"
workdesk,HaccpStatusQueryTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/workdesk/HaccpStatusQueryTool.java,true,true,true,2,2,MEDIUM,"存在 2 条可疑模式需人工复核"
foodsafety,NutritionLabelLookupTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/foodsafety/NutritionLabelLookupTool.java,true,true,true,4,1,MEDIUM,"存在 1 条可疑模式需人工复核"
workdesk,PdaScanTaskGenerateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/workdesk/PdaScanTaskGenerateTool.java,true,true,true,5,1,MEDIUM,"存在 1 条可疑模式需人工复核"
system,PermissionAuditTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/system/PermissionAuditTool.java,true,true,true,2,2,MEDIUM,"存在 2 条可疑模式需人工复核"
workdesk,PriceHistoryQueryTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/workdesk/PriceHistoryQueryTool.java,true,true,true,2,1,MEDIUM,"存在 1 条可疑模式需人工复核"
pricing,PricingStrategyToggleTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/pricing/PricingStrategyToggleTool.java,true,true,true,13,1,MEDIUM,"存在 1 条可疑模式需人工复核"
pricing,PricingStrategyUpdateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/pricing/PricingStrategyUpdateTool.java,true,true,true,13,1,MEDIUM,"存在 1 条可疑模式需人工复核"
purchase,ProcurementOrderCreateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/purchase/ProcurementOrderCreateTool.java,true,true,true,6,2,MEDIUM,"存在 2 条可疑模式需人工复核"
foodsafety,RecallLossEstimateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/foodsafety/RecallLossEstimateTool.java,true,true,true,5,2,MEDIUM,"存在 2 条可疑模式需人工复核"
foodsafety,RegulatoryReportGenerateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/foodsafety/RegulatoryReportGenerateTool.java,true,true,true,3,2,MEDIUM,"存在 2 条可疑模式需人工复核"
workdesk,RequisitionCreateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/workdesk/RequisitionCreateTool.java,true,true,true,3,1,MEDIUM,"存在 1 条可疑模式需人工复核"
workdesk,SalesForecast7DayTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/workdesk/SalesForecast7DayTool.java,true,true,true,2,1,MEDIUM,"存在 1 条可疑模式需人工复核"
cron,ScheduledTaskDeleteTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/cron/ScheduledTaskDeleteTool.java,true,true,true,1,2,MEDIUM,"存在 2 条可疑模式需人工复核"
cron,ScheduledTaskRunNowTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/cron/ScheduledTaskRunNowTool.java,true,true,true,1,2,MEDIUM,"存在 2 条可疑模式需人工复核"
cron,ScheduledTaskToggleTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/cron/ScheduledTaskToggleTool.java,true,true,true,1,2,MEDIUM,"存在 2 条可疑模式需人工复核"
cron,ScheduledTaskUpdateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/cron/ScheduledTaskUpdateTool.java,true,true,true,2,2,MEDIUM,"存在 2 条可疑模式需人工复核"
foodsafety,SsopExecuteCompleteTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/foodsafety/SsopExecuteCompleteTool.java,true,true,true,3,2,MEDIUM,"存在 2 条可疑模式需人工复核"
foodsafety,SsopMonthlyAuditReportTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/foodsafety/SsopMonthlyAuditReportTool.java,true,true,true,8,2,MEDIUM,"存在 2 条可疑模式需人工复核"
foodsafety,SsopProductionGateCheckTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/foodsafety/SsopProductionGateCheckTool.java,true,true,true,5,1,MEDIUM,"存在 1 条可疑模式需人工复核"
workdesk,SupplierDeliveryEtaTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/workdesk/SupplierDeliveryEtaTool.java,true,true,true,5,1,MEDIUM,"存在 1 条可疑模式需人工复核"
material,AbacaWeightLogTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/material/AbacaWeightLogTool.java,true,true,true,4,0,LOW,"factoryId 被使用 4 次，无可疑模式"
material,AbacaWeightSummaryTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/material/AbacaWeightSummaryTool.java,true,true,true,4,0,LOW,"factoryId 被使用 4 次，无可疑模式"
restaurant,AbstractRestaurantDiagnosticTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/restaurant/diagnostic/AbstractRestaurantDiagnosticTool.java,true,true,true,5,0,LOW,"factoryId 被使用 5 次，无可疑模式"
workdesk,AccountQueryTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/workdesk/AccountQueryTool.java,true,true,true,4,0,LOW,"factoryId 被使用 4 次，无可疑模式"
workdesk,AccountsReceivableAgingTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/workdesk/AccountsReceivableAgingTool.java,true,true,true,4,0,LOW,"factoryId 被使用 4 次，无可疑模式"
workdesk,AccountTreeLookupTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/workdesk/AccountTreeLookupTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
workdesk,AdditiveComplianceCheckQualityTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/workdesk/AdditiveComplianceCheckQualityTool.java,true,true,true,1,0,LOW,"factoryId 被使用 1 次，无可疑模式"
foodsafety,AdditiveComplianceCheckTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/foodsafety/AdditiveComplianceCheckTool.java,true,true,true,1,0,LOW,"factoryId 被使用 1 次，无可疑模式"
alert,AlertAcknowledgeTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/alert/AlertAcknowledgeTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
alert,AlertActiveTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/alert/AlertActiveTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
alert,AlertByEquipmentTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/alert/AlertByEquipmentTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
alert,AlertByLevelTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/alert/AlertByLevelTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
alert,AlertDiagnoseTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/alert/AlertDiagnoseTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
alerts,AlertEventAcknowledgeTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/alerts/AlertEventAcknowledgeTool.java,true,true,true,5,0,LOW,"factoryId 被使用 5 次，无可疑模式"
alerts,AlertEventQueryTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/alerts/AlertEventQueryTool.java,true,true,true,4,0,LOW,"factoryId 被使用 4 次，无可疑模式"
alert,AlertListTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/alert/AlertListTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
alert,AlertResolveTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/alert/AlertResolveTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
alerts,AlertRuleCreateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/alerts/AlertRuleCreateTool.java,true,true,true,7,0,LOW,"factoryId 被使用 7 次，无可疑模式"
alerts,AlertRuleDeleteTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/alerts/AlertRuleDeleteTool.java,true,true,true,5,0,LOW,"factoryId 被使用 5 次，无可疑模式"
alerts,AlertRuleToggleTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/alerts/AlertRuleToggleTool.java,true,true,true,5,0,LOW,"factoryId 被使用 5 次，无可疑模式"
alerts,AlertRuleUpdateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/alerts/AlertRuleUpdateTool.java,true,true,true,6,0,LOW,"factoryId 被使用 6 次，无可疑模式"
alert,AlertStatsTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/alert/AlertStatsTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
alert,AlertTriageTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/alert/AlertTriageTool.java,true,true,true,4,0,LOW,"factoryId 被使用 4 次，无可疑模式"
system,ApprovalConfigTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/system/ApprovalConfigTool.java,true,true,true,6,0,LOW,"factoryId 被使用 6 次，无可疑模式"
dataop,ApprovalRecordQueryTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/dataop/ApprovalRecordQueryTool.java,true,true,true,4,0,LOW,"factoryId 被使用 4 次，无可疑模式"
hr,AttendanceAnomalyTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/hr/AttendanceAnomalyTool.java,true,true,true,5,0,LOW,"factoryId 被使用 5 次，无可疑模式"
hr,AttendanceDepartmentTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/hr/AttendanceDepartmentTool.java,true,true,true,5,0,LOW,"factoryId 被使用 5 次，无可疑模式"
hr,AttendanceHistoryTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/hr/AttendanceHistoryTool.java,true,true,true,5,0,LOW,"factoryId 被使用 5 次，无可疑模式"
hr,AttendanceMonthlyTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/hr/AttendanceMonthlyTool.java,true,true,true,5,0,LOW,"factoryId 被使用 5 次，无可疑模式"
hr,AttendanceStatsByDeptTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/hr/AttendanceStatsByDeptTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
hr,AttendanceStatsTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/hr/AttendanceStatsTool.java,true,true,true,6,0,LOW,"factoryId 被使用 6 次，无可疑模式"
hr,AttendanceStatusTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/hr/AttendanceStatusTool.java,true,true,true,5,0,LOW,"factoryId 被使用 5 次，无可疑模式"
hr,AttendanceTodayTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/hr/AttendanceTodayTool.java,true,true,true,5,0,LOW,"factoryId 被使用 5 次，无可疑模式"
workdesk,BalanceSheetQueryTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/workdesk/BalanceSheetQueryTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
material,BatchConsumptionAdjustTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/material/BatchConsumptionAdjustTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
material,BatchConsumptionQueryTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/material/BatchConsumptionQueryTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
dataop,BatchDeleteConfirmTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/dataop/BatchDeleteConfirmTool.java,true,true,true,4,0,LOW,"factoryId 被使用 4 次，无可疑模式"
foodsafety,BatchFullTraceTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/foodsafety/BatchFullTraceTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
dataop,BatchStatusChangeTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/dataop/BatchStatusChangeTool.java,true,true,true,7,0,LOW,"factoryId 被使用 7 次，无可疑模式"
dataop,BatchSupervisorQueryTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/dataop/BatchSupervisorQueryTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
foodsafety,BatchTraceByCustomerDateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/foodsafety/BatchTraceByCustomerDateTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
dataop,BatchUpdateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/dataop/BatchUpdateTool.java,true,true,true,4,0,LOW,"factoryId 被使用 4 次，无可疑模式"
bom,BomBatchOperationTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/bom/BomBatchOperationTool.java,true,true,true,9,0,LOW,"factoryId 被使用 9 次，无可疑模式"
material,BomExpansionTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/material/BomExpansionTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
bom,BomRecipeActivateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/bom/BomRecipeActivateTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
bom,BomRecipeCloneWithModifyTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/bom/BomRecipeCloneWithModifyTool.java,true,true,true,5,0,LOW,"factoryId 被使用 5 次，无可疑模式"
bom,BomRecipeCostCalculateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/bom/BomRecipeCostCalculateTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
bom,BomRecipeCreateFromSampleTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/bom/BomRecipeCreateFromSampleTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
bom,BomRecipeCreateFromTextTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/bom/BomRecipeCreateFromTextTool.java,true,true,true,4,0,LOW,"factoryId 被使用 4 次，无可疑模式"
bom,BomRecipeQueryTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/bom/BomRecipeQueryTool.java,true,true,true,4,0,LOW,"factoryId 被使用 4 次，无可疑模式"
bom,BomReverseQueryTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/bom/BomReverseQueryTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
bom,BomVersionApproveTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/bom/BomVersionApproveTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
bom,BomVersionCreateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/bom/BomVersionCreateTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
bom,BomVersionHistoryTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/bom/BomVersionHistoryTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
common,BusinessLinkQueryTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/common/BusinessLinkQueryTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
workdesk,CallRecordFollowupPendingTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/workdesk/CallRecordFollowupPendingTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
camera,CameraAddTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/camera/CameraAddTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
camera,CameraCaptureTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/camera/CameraCaptureTool.java,true,true,true,1,0,LOW,"factoryId 被使用 1 次，无可疑模式"
camera,CameraDetailTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/camera/CameraDetailTool.java,true,true,true,2,0,LOW,"factoryId 被使用 2 次，无可疑模式"
camera,CameraEventsTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/camera/CameraEventsTool.java,true,true,true,4,0,LOW,"factoryId 被使用 4 次，无可疑模式"
camera,CameraListTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/camera/CameraListTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
camera,CameraStreamsTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/camera/CameraStreamsTool.java,true,true,true,3,0,LOW,"factoryId 被使用 3 次，无可疑模式"
camera,CameraSyncTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/camera/CameraSyncTool.java,true,true,true,4,0,LOW,"factoryId 被使用 4 次，无可疑模式"
camera,CameraTestConnectionTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/camera/CameraTestConnectionTool.java,true,true,true,4,0,LOW,"factoryId 被使用 4 次，无可疑模式"
camera,CameraUnsubscribeTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/camera/CameraUnsubscribeTool.java,true,true,true,4,0,LOW,"factoryId 被使用 4 次，无可疑模式"
canvas,CanvasAddAttachmentFieldTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/canvas/CanvasAddAttachmentFieldTool.java,true,true,true,5,0,LOW,"factoryId 被使用 5 次，无可疑模式"
canvas,CanvasAddFieldTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/canvas/CanvasAddFieldTool.java,true,true,true,5,0,LOW,"factoryId 被使用 5 次，无可疑模式"
canvas,CanvasAddSubTableTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/canvas/CanvasAddSubTableTool.java,true,true,true,5,0,LOW,"factoryId 被使用 5 次，无可疑模式"
canvas,CanvasApplyTemplateTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/canvas/CanvasApplyTemplateTool.java,true,true,true,6,0,LOW,"factoryId 被使用 6 次，无可疑模式"
canvas,CanvasSetApsWeightTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/canvas/CanvasSetApsWeightTool.java,true,true,true,4,0,LOW,"factoryId 被使用 4 次，无可疑模式"
canvas,CanvasSetFormulaTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/canvas/CanvasSetFormulaTool.java,true,true,true,5,0,LOW,"factoryId 被使用 5 次，无可疑模式"
canvas,CanvasSetUserPermissionTool.java,backend/java/cretas-api/src/main/java/com/cretas/aims/ai/tool/impl/canvas/CanvasSetUserPermissionTool.java,true,true,true,5,0,LOW,"factoryId 被使用 5 次，无可疑模式"
